gold,MethodType,CallersT,CallersN,CallersU,CallersCallersT,CallersCallersN,CallersCallersU,CalleesT,CalleesN,CalleesU,CalleesCalleesT,CalleesCalleesN,CalleesCalleesU,classGold,VariableTraceValue
T,Root,0,0,0,0,0,0,1,0,0,0,1,0,Trace,x
N,Root,0,0,0,0,0,0,0,1,0,0,1,0,Trace,x
N,Root,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,1,0,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
T,Inner,1,0,0,0,0,0,0,1,0,0,0,1,Trace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,Trace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,1,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,1,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,1,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,1,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,1,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,1,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,1,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,1,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,1,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,1,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,1,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
T,Root,0,0,0,0,0,0,0,0,1,0,0,1,Trace,T
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,Trace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
T,Root,0,0,0,0,0,0,0,1,0,0,0,1,Trace,x
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Inner,0,1,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,0,0,1,1,NoTrace,N
N,Inner,0,0,1,0,1,0,0,0,1,0,1,1,NoTrace,x
N,Inner,0,0,1,0,1,0,0,1,0,0,1,1,NoTrace,x
N,Inner,0,0,1,0,1,0,0,1,0,0,1,1,NoTrace,x
N,Inner,0,0,1,0,1,0,0,1,0,0,1,1,NoTrace,x
N,Inner,0,0,1,0,1,0,0,1,0,0,1,1,NoTrace,x
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,x
N,Inner,0,0,1,0,0,1,0,1,0,0,1,1,NoTrace,x
N,Inner,0,0,1,0,1,0,0,1,0,0,1,1,NoTrace,x
N,Inner,0,0,1,0,0,1,0,1,0,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,U
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
T,Root,0,0,0,0,0,0,0,1,1,0,1,1,Trace,T
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,U
N,Inner,0,0,1,0,0,1,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
T,Root,0,0,0,0,0,0,0,1,1,0,0,1,Trace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,0,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,0,1,0,1,0,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,1,0,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,1,0,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,1,0,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,1,0,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,1,0,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,1,0,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,1,0,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,1,0,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,N
N,Root,0,0,0,0,0,0,0,0,1,0,1,0,NoTrace,N
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,0,NoTrace,x
T,Inner,0,1,0,0,0,0,0,0,1,0,0,0,Trace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace,U
N,Leaf,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace,U
N,Leaf,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace,U
N,Leaf,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace,U
N,Leaf,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,1,0,0,0,0,0,0,0,NoTrace,N
N,Inner,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,0,1,0,0,1,NoTrace,x
N,Inner,0,1,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,1,1,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,0,1,0,0,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,0,NoTrace,x
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,U
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,U
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,U
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,U
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,U
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,U
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,U
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,U
N,Root,0,0,0,0,0,0,0,0,1,0,0,1,NoTrace,U
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,U
N,Root,0,0,0,0,0,0,0,1,1,0,0,1,NoTrace,U
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Inner,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,0,1,0,1,1,0,0,0,NoTrace,x
N,Inner,0,1,0,0,1,0,0,1,1,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,U
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,U
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,U
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,1,0,0,0,0,0,0,0,0,0,0,NoTrace,N
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
N,Leaf,0,0,0,0,0,0,0,0,0,0,0,0,NoTrace,x
