gold,Program,MethodType,CallersT,CallersN,CallersU,CallersCallersT,CallersCallersN,CallersCallersU,CalleesT,CalleesN,CalleesU,CalleesCalleesT,CalleesCalleesN,CalleesCalleesU,CompleteCallersCallees,classGold
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,Medium,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,Medium,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,Low,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,Low,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Medium,High,-1,High,High,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,Medium,High,High,Medium,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,Medium,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,Low,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,Low,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,-1,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,Low,High,-1,Low,High,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Low,-1,-1,Low,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,Low,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,Low,-1,-1,-1,Medium,-1,Low,-1,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,High,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,0,NoTrace,
T,jhotdraw,Inner,-1,-1,High,-1,-1,-1,-1,-1,Low,-1,-1,Low,0,Trace,
T,jhotdraw,Inner,-1,-1,Medium,Low,-1,Medium,-1,-1,Low,-1,-1,-1,0,Trace,
T,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
T,jhotdraw,Root,-1,-1,-1,-1,-1,-1,Low,-1,High,Medium,High,High,0,Trace,
T,jhotdraw,Leaf,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
T,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,Low,0,Trace,
T,jhotdraw,Inner,-1,-1,Medium,-1,-1,Medium,-1,-1,Low,-1,-1,-1,0,Trace,
T,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,High,-1,Low,High,0,Trace,
T,jhotdraw,Inner,-1,-1,Medium,-1,-1,-1,Low,-1,-1,-1,-1,Low,0,Trace,
T,jhotdraw,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
T,jhotdraw,Inner,Low,-1,-1,Low,-1,-1,-1,Medium,High,-1,-1,High,0,Trace,
T,jhotdraw,Inner,Low,-1,-1,Low,-1,-1,-1,-1,Medium,-1,-1,High,0,Trace,
T,jhotdraw,Inner,Low,-1,-1,-1,-1,-1,Medium,-1,Medium,-1,Medium,High,0,Trace,
T,jhotdraw,Root,-1,-1,-1,-1,-1,-1,Medium,-1,Medium,-1,High,High,0,Trace,
T,jhotdraw,Leaf,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
T,jhotdraw,Root,-1,-1,-1,-1,-1,-1,-1,-1,Low,Medium,-1,Low,0,Trace,
T,jhotdraw,Root,-1,-1,-1,-1,-1,-1,Medium,-1,High,Medium,Medium,High,0,Trace,
T,jhotdraw,Inner,Low,-1,-1,-1,-1,-1,-1,Low,Medium,-1,-1,Low,0,Trace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Medium,Low,-1,Medium,-1,-1,Medium,-1,-1,High,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,-1,Medium,Low,-1,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
N,jhotdraw,Inner,-1,Low,Medium,-1,Low,Medium,-1,Low,Medium,-1,Medium,Medium,0,NoTrace,
